,จังหวัด,เขต,พรรค,ผลคะแนน,ภาค
เพื่อไทย,น่าน,2,เพื่อไทย,46824,ภาคเหนือ
อนาคตใหม่,น่าน,2,อนาคตใหม่,16066,ภาคเหนือ
พลังประชารัฐ,น่าน,2,พลังประชารัฐ,13829,ภาคเหนือ
ประชาธิปัตย์,น่าน,2,ประชาธิปัตย์,8954,ภาคเหนือ
ชาติไทยพัฒนา,น่าน,2,ชาติไทยพัฒนา,3776,ภาคเหนือ
เพื่อชาติ,น่าน,2,เพื่อชาติ,2145,ภาคเหนือ
เสรีรวมไทย,น่าน,2,เสรีรวมไทย,979,ภาคเหนือ
ประชาธรรมไทย,น่าน,2,ประชาธรรมไทย,523,ภาคเหนือ
เศรษฐกิจใหม่,น่าน,2,เศรษฐกิจใหม่,480,ภาคเหนือ
รวมพลังประชาชาติไทย,น่าน,2,รวมพลังประชาชาติไทย,467,ภาคเหนือ
ชาติพันธุ์ไทย,น่าน,2,ชาติพันธุ์ไทย,404,ภาคเหนือ
พลังแผ่นดินทอง,น่าน,2,พลังแผ่นดินทอง,351,ภาคเหนือ
พลังไทยรักไทย,น่าน,2,พลังไทยรักไทย,332,ภาคเหนือ
พลังท้องถิ่นไท,น่าน,2,พลังท้องถิ่นไท,310,ภาคเหนือ
ประชาชาติ,น่าน,2,ประชาชาติ,259,ภาคเหนือ
พลังปวงชนไทย,น่าน,2,พลังปวงชนไทย,259,ภาคเหนือ
ภราดรภาพ,น่าน,2,ภราดรภาพ,234,ภาคเหนือ
ประชาภิวัฒน์,น่าน,2,ประชาภิวัฒน์,216,ภาคเหนือ
ประชาชนปฏิรูป,น่าน,2,ประชาชนปฏิรูป,174,ภาคเหนือ
ครูไทยเพื่อประชาชน,น่าน,2,ครูไทยเพื่อประชาชน,164,ภาคเหนือ
แทนคุณแผ่นดิน,น่าน,2,แทนคุณแผ่นดิน,160,ภาคเหนือ
เพื่อแผ่นดิน,น่าน,2,เพื่อแผ่นดิน,153,ภาคเหนือ
ภูมิใจไทย,น่าน,2,ภูมิใจไทย,137,ภาคเหนือ
ประชานิยม,น่าน,2,ประชานิยม,126,ภาคเหนือ
กรีน,น่าน,2,กรีน,124,ภาคเหนือ
พลังชาติไทย,น่าน,2,พลังชาติไทย,118,ภาคเหนือ
ไทรักธรรม,น่าน,2,ไทรักธรรม,79,ภาคเหนือ
เพื่อไทย,น่าน,3,เพื่อไทย,31659,ภาคเหนือ
พลังประชารัฐ,น่าน,3,พลังประชารัฐ,22741,ภาคเหนือ
อนาคตใหม่,น่าน,3,อนาคตใหม่,13014,ภาคเหนือ
ชาติไทยพัฒนา,น่าน,3,ชาติไทยพัฒนา,5387,ภาคเหนือ
ประชาธิปัตย์,น่าน,3,ประชาธิปัตย์,2743,ภาคเหนือ
พลังปวงชนไทย,น่าน,3,พลังปวงชนไทย,2067,ภาคเหนือ
เสรีรวมไทย,น่าน,3,เสรีรวมไทย,1609,ภาคเหนือ
ภูมิใจไทย,น่าน,3,ภูมิใจไทย,903,ภาคเหนือ
พลังท้องถิ่นไท,น่าน,3,พลังท้องถิ่นไท,882,ภาคเหนือ
พลังไทยรักไทย,น่าน,3,พลังไทยรักไทย,715,ภาคเหนือ
ประชาธิปไตยใหม่,น่าน,3,ประชาธิปไตยใหม่,646,ภาคเหนือ
ประชาภิวัฒน์,น่าน,3,ประชาภิวัฒน์,604,ภาคเหนือ
เพื่อแผ่นดิน,น่าน,3,เพื่อแผ่นดิน,591,ภาคเหนือ
เศรษฐกิจใหม่,น่าน,3,เศรษฐกิจใหม่,521,ภาคเหนือ
รวมพลังประชาชาติไทย,น่าน,3,รวมพลังประชาชาติไทย,413,ภาคเหนือ
เพื่อชาติ,น่าน,3,เพื่อชาติ,297,ภาคเหนือ
ภาคีเครือข่ายไทย,น่าน,3,ภาคีเครือข่ายไทย,274,ภาคเหนือ
ประชาชาติ,น่าน,3,ประชาชาติ,261,ภาคเหนือ
พลังชาติไทย,น่าน,3,พลังชาติไทย,201,ภาคเหนือ
ภราดรภาพ,น่าน,3,ภราดรภาพ,178,ภาคเหนือ
ครูไทยเพื่อประชาชน,น่าน,3,ครูไทยเพื่อประชาชน,178,ภาคเหนือ
ประชานิยม,น่าน,3,ประชานิยม,151,ภาคเหนือ
แทนคุณแผ่นดิน,น่าน,3,แทนคุณแผ่นดิน,142,ภาคเหนือ
ประชาชนปฏิรูป,น่าน,3,ประชาชนปฏิรูป,137,ภาคเหนือ
ชาติพันธุ์ไทย,น่าน,3,ชาติพันธุ์ไทย,119,ภาคเหนือ
กรีน,น่าน,3,กรีน,94,ภาคเหนือ
ไทรักธรรม,น่าน,3,ไทรักธรรม,78,ภาคเหนือ
เพื่อไทย,บึงกาฬ,1,เพื่อไทย,36117,ภาคอีสาน
ภูมิใจไทย,บึงกาฬ,1,ภูมิใจไทย,30926,ภาคอีสาน
อนาคตใหม่,บึงกาฬ,1,อนาคตใหม่,17072,ภาคอีสาน
พลังประชารัฐ,บึงกาฬ,1,พลังประชารัฐ,11862,ภาคอีสาน
ประชาธิปัตย์,บึงกาฬ,1,ประชาธิปัตย์,1268,ภาคอีสาน
